ticker,name,sector,price,market_cap,current_assets,total_liabilities,ncav,ncav_per_share,ocf,ocf_positive,ncav_ratio,is_netnet,margin_pct,ocf_3y_all_positive,ocf_3y_count_positive,ocf_3y_values,has_dividend,has_buyback,revenue_declining,value_trap_flag
6670.T,"MCJ Co., Ltd.",Technology,2184.0,205684577280.0,119152000000.0,44663000000.0,74489000000.0,790.94,17587000000.0,True,2.761,False,-314.2,True,3,"[17587000000.0, 8198000000.0, 24018000000.0]",True,True,False,False
6674.T,GS Yuasa Corporation,Consumer Cyclical,7016.0,703841492728.0,320219000000.0,302751000000.0,17468000000.0,174.12,39296000000.0,True,40.293,False,-5944.0,True,3,"[39296000000.0, 63180000000.0, 28330000000.0]",True,True,False,False
6675.T,"SAXA, Inc.",Technology,1902.0,33140048580.0,29476000000.0,14439000000.0,15037000000.0,863.02,3267000000.0,True,2.204,False,-230.6,True,3,"[3267000000.0, 3737000000.0, 1731000000.0]",True,True,False,False
6676.T,Buffalo Inc.,Technology,2767.0,65599382988.0,69043000000.0,31748000000.0,37295000000.0,1573.11,14725000000.0,True,1.759,False,-163.8,True,3,"[14725000000.0, 6625000000.0, 392000000.0]",True,True,False,False
6677.T,"SK-Electronics CO.,LTD.",Technology,3465.0,36025282755.0,24551072000.0,7928353000.0,16622719000.0,1598.81,5133249000.0,True,2.167,False,-225.1,True,3,"[5133249000.0, 3889637000.0, 5343849000.0]",True,True,False,False
6678.T,"Techno Medica Co., Ltd.",Healthcare,1960.0,13066198880.0,15678302000.0,3549556000.0,12128746000.0,1819.38,977535000.0,True,1.077,False,-61.6,True,3,"[977535000.0, 1142703000.0, 887240000.0]",True,False,False,False
6694.T,Zoom Corporation,Technology,636.0,2749445172.0,14656341000.0,11323451000.0,3332890000.0,770.96,601939000.0,True,0.825,False,-23.7,True,3,"[601939000.0, 584571000.0, 817101000.0]",True,True,True,False
6695.T,"Tripleone Co., Ltd.",,150.0,27360000.0,2010216000.0,887201000.0,1123015000.0,6156.88,-53810000.0,False,0.024,True,96.3,False,1,"[-53810000.0, 105620000.0, -183455000.0]",True,False,False,False
6696.T,TRaaS On Product Inc.,Technology,247.0,1192239360.0,435369000.0,213390000.0,221979000.0,45.99,-29889000.0,False,5.371,False,-705.6,False,1,"[-29889000.0, 28017000.0, -72561000.0]",False,False,False,True
6699.T,"Diamond Electric Holdings Co., Ltd.",Consumer Cyclical,469.0,5131199556.0,50928000000.0,67727000000.0,-16799000000.0,-1535.46,3588000000.0,True,,False,,False,2,"[3588000000.0, 2122000000.0, -3491000000.0]",True,False,False,False
6701.T,NEC Corporation,Technology,3756.0,4981748127852.0,2459093000000.0,2184897000000.0,274196000000.0,206.73,438463000000.0,True,18.169,False,-2625.3,True,3,"[438463000000.0, 344408000000.0, 271228000000.0]",True,True,False,False
6702.T,Fujitsu Limited,Technology,3211.0,5570371242865.0,2117581000000.0,1595741000000.0,521840000000.0,300.81,303882000000.0,True,10.674,False,-1501.2,True,3,"[303882000000.0, 309221000000.0, 220329000000.0]",True,True,True,False
6703.T,"Oki Electric Industry Co., Ltd.",Technology,3190.0,276719915450.0,231878000000.0,265220000000.0,-33342000000.0,-384.36,39261000000.0,True,,False,,False,2,"[39261000000.0, 24721000000.0, -3148000000.0]",True,False,False,False
6706.T,"DKK Co., Ltd.",Technology,3175.0,27678560975.0,38343000000.0,15910000000.0,22433000000.0,2573.28,-1823000000.0,False,1.234,False,-85.1,False,0,"[-1823000000.0, -754000000.0, -870000000.0]",True,True,False,False
6707.T,"Sanken Electric Co., Ltd.",Technology,9664.0,193191458432.0,136955000000.0,111139000000.0,25816000000.0,1291.39,-9706000000.0,False,7.483,False,-1022.5,False,2,"[-9706000000.0, 15528000000.0, 19200000000.0]",False,True,True,False
6718.T,"Aiphone Co.,Ltd.",Technology,2680.0,43863112440.0,56333000000.0,10276000000.0,46057000000.0,2814.04,5717000000.0,True,0.952,False,-42.9,False,2,"[5717000000.0, 9056000000.0, -4781000000.0]",True,True,False,False
6721.T,Wintest Corp.,Technology,78.0,4310950800.0,891876000.0,575864000.0,316012000.0,5.72,-751167000.0,False,13.642,False,-1946.3,False,0,"[-751167000.0, -662304000.0, -558267000.0]",False,False,False,True
6723.T,Renesas Electronics Corporation,Technology,4734.0,8588871261288.0,723559000000.0,1728712000000.0,-1005153000000.0,-554.02,452857000000.0,True,,False,,True,3,"[452857000000.0, 340484000000.0, 496627000000.0]",True,False,True,False
6724.T,Seiko Epson Corporation,Technology,2749.0,880855887499.0,880855000000.0,651570000000.0,229285000000.0,715.56,138075000000.0,True,3.842,False,-476.3,True,3,"[138075000000.0, 165570000000.0, 61311000000.0]",True,True,False,False
6727.T,"Wacom Co., Ltd.",Technology,822.0,109909234482.0,56498349000.0,39911749000.0,16586600000.0,124.05,8330003000.0,True,6.626,False,-894.0,False,2,"[8330003000.0, 17476294000.0, -1055588000.0]",True,True,False,False
6728.T,"ULVAC, Inc.",Industrials,10255.0,504277216450.0,270077000000.0,143981000000.0,126096000000.0,2564.29,34811000000.0,True,3.999,False,-499.9,True,3,"[34811000000.0, 17162000000.0, 1011000000.0]",True,True,False,False
6730.T,AXELL Corporation,Technology,1182.0,12729729846.0,12804000000.0,2379000000.0,10425000000.0,968.0,223000000.0,True,1.221,False,-83.2,False,2,"[223000000.0, -1575000000.0, 653000000.0]",True,True,True,False
6731.T,Pixela Corporation,Technology,103.0,1659554025.0,1091481000.0,280550000.0,810931000.0,50.33,-997728000.0,False,2.046,False,-207.0,False,0,"[-997728000.0, -655234000.0, -1017815000.0]",False,True,True,False
6736.T,Sun Corporation,Technology,9010.0,193878008920.0,16733345000.0,5519182000.0,11214163000.0,521.15,-1668247000.0,False,17.289,False,-2493.3,False,1,"[-1668247000.0, 2509798000.0, -13518612000.0]",True,True,True,False
6737.T,EIZO Corporation,Technology,2489.0,98399740205.0,84776000000.0,40555000000.0,44221000000.0,1118.56,5566000000.0,True,2.225,False,-233.8,True,3,"[5566000000.0, 11543000000.0, 7914000000.0]",True,True,False,False
6740.T,Japan Display Inc.,Technology,55.0,213421642225.0,100156000000.0,141142000000.0,-40986000000.0,-10.56,-25450000000.0,False,,False,,False,0,"[-25450000000.0, -17576000000.0, -65665000000.0]",False,False,True,True
6741.T,"Nippon Signal Co., Ltd.",Industrials,1586.0,98920321942.0,113220000000.0,57890000000.0,55330000000.0,887.11,7874000000.0,True,1.788,False,-168.2,True,3,"[7874000000.0, 5783000000.0, 6771000000.0]",True,False,False,False
6742.T,"Kyosan Electric Manufacturing Co., Ltd.",Technology,1011.0,62401318092.0,92833000000.0,74295000000.0,18538000000.0,300.34,3743000000.0,True,3.366,False,-404.9,False,1,"[3743000000.0, -5905000000.0, -2913000000.0]",True,False,False,False
6743.T,"Daido Signal Co., Ltd.",Industrials,853.0,13544696582.0,27439449000.0,16485629000.0,10953820000.0,689.84,-500103000.0,False,1.237,False,-85.5,False,1,"[-500103000.0, 1707534000.0, -2580121000.0]",True,True,False,False
6744.T,Nohmi Bosai Ltd.,Industrials,4235.0,249284487375.0,117150000000.0,36849000000.0,80301000000.0,1364.2,11547000000.0,True,3.104,False,-365.7,True,3,"[11547000000.0, 3279000000.0, 5194000000.0]",True,False,False,False
6745.T,Hochiki Corporation,Industrials,2004.0,149508778716.0,66087000000.0,30336000000.0,35751000000.0,479.2,11874000000.0,True,4.182,False,-527.3,True,3,"[11874000000.0, 775000000.0, 415000000.0]",True,True,False,False
6748.T,"Seiwa Electric Mfg. Co., Ltd.",Industrials,704.0,9070333888.0,19714977000.0,11132086000.0,8582891000.0,666.17,2106858000.0,True,1.057,False,-58.5,True,3,"[2106858000.0, 981276000.0, 529992000.0]",True,False,False,False
6750.T,"Elecom Co., Ltd.",Technology,1749.0,140862037635.0,94222000000.0,32051000000.0,62171000000.0,771.94,17354000000.0,True,2.266,False,-239.9,True,3,"[17354000000.0, 9669000000.0, 9161000000.0]",True,True,False,False
6752.T,Panasonic Holdings Corporation,Technology,4419.0,10317681469080.0,3879822000000.0,4790457000000.0,-910635000000.0,-390.02,796083000000.0,True,,False,,True,3,"[796083000000.0, 866898000000.0, 520742000000.0]",True,True,True,False
6753.T,Sharp Corporation,Technology,573.2,372182587158.0,979817000000.0,1286022000000.0,-306205000000.0,-471.59,-1590000000.0,False,,False,,False,2,"[-1590000000.0, 124495000000.0, 14746000000.0]",False,False,True,True
6754.T,Anritsu Corporation,Technology,4333.0,554588920032.0,106119000000.0,35558000000.0,70561000000.0,551.29,21071000000.0,True,7.86,False,-1079.0,True,3,"[21071000000.0, 16573000000.0, 6114000000.0]",True,True,False,False
6757.T,"OSG Corporation Co., Ltd.",Industrials,832.0,4343300416.0,3904382000.0,3651435000.0,252947000.0,48.45,94670000.0,True,17.171,False,-2475.6,False,2,"[94670000.0, -796000.0, 447257000.0]",True,True,False,False
6758.T,Sony Group Corporation,Technology,3140.0,18494180979560.0,5949991000000.0,7169901000000.0,-1219910000000.0,-207.12,1945617000000.0,True,,False,,True,3,"[1945617000000.0, 2321675000000.0, 1373213000000.0]",True,True,False,False
6762.T,TDK Corporation,Technology,3909.0,7419884474625.0,2455232000000.0,2211630000000.0,243602000000.0,128.34,507672000000.0,True,30.459,False,-4468.9,True,3,"[507672000000.0, 445839000000.0, 447007000000.0]",True,False,False,False
6763.T,"Teikoku Tsushin Kogyo Co., Ltd.",Industrials,3080.0,28439524960.0,18846661000.0,5435319000.0,13411342000.0,1452.45,1934112000.0,True,2.121,False,-218.1,True,3,"[1934112000.0, 1814706000.0, 2923269000.0]",True,True,False,False
6768.T,Tamura Corporation,Technology,1026.0,81646069716.0,78607000000.0,60317000000.0,18290000000.0,229.84,9082000000.0,True,4.464,False,-569.6,True,3,"[9082000000.0, 9505000000.0, 2180000000.0]",True,False,False,False
6769.T,"THine Electronics, Inc.",Technology,1152.0,12110242176.0,9122344000.0,748098000.0,8374246000.0,796.61,-707635000.0,False,1.446,False,-116.9,False,1,"[-707635000.0, -73746000.0, 402474000.0]",True,True,True,False
6770.T,"Alps Alpine Co., Ltd.",Technology,2176.0,424569393536.0,494946000000.0,325200000000.0,169746000000.0,869.98,65817000000.0,True,2.501,False,-275.2,True,3,"[65817000000.0, 89173000000.0, 15413000000.0]",True,True,False,False
6771.T,"Ikegami Tsushinki Co., Ltd.",Technology,648.0,4156798824.0,23543000000.0,15183000000.0,8360000000.0,1303.23,-3525000000.0,False,0.497,True,25.4,False,1,"[-3525000000.0, 2955000000.0, -1187000000.0]",True,False,True,False
6772.T,"Tokyo Cosmos Electric Co., Ltd.",Technology,1130.0,7639506250.0,7838414000.0,4439062000.0,3399352000.0,502.82,1199513000.0,True,2.247,False,-237.1,True,3,"[1199513000.0, 1630050000.0, 1711378000.0]",True,True,True,False
6775.T,TB Group Inc.,Technology,123.0,1719427578.0,1146445000.0,957690000.0,188755000.0,13.5,-239960000.0,False,9.109,False,-1266.4,False,0,"[-239960000.0, -271287000.0, -299215000.0]",False,True,True,False
6776.T,"Tensho Electric Industries Co., Ltd.",Consumer Cyclical,266.0,4525701124.0,8876000000.0,11496000000.0,-2620000000.0,-153.99,2492000000.0,True,,False,,True,3,"[2492000000.0, 2685000000.0, 2667000000.0]",True,False,False,False
6777.T,santec Holdings Corporation,Technology,28910.0,339992585800.0,20268057000.0,8099163000.0,12168894000.0,1034.74,6001678000.0,True,27.939,False,-4090.9,True,3,"[6001678000.0, 3281993000.0, 3113333000.0]",True,True,False,False
6778.T,"Artiza Networks, Inc.",Technology,630.0,5531103900.0,7688448000.0,1934995000.0,5753453000.0,655.33,226760000.0,True,0.961,False,-44.2,True,3,"[226760000.0, 233226000.0, 826984000.0]",True,False,True,False
6779.T,"Nihon Dempa Kogyo Co., Ltd.",Technology,4660.0,106842476200.0,43482000000.0,42354000000.0,1128000000.0,49.2,6109000000.0,True,94.719,False,-14107.8,True,3,"[6109000000.0, 8528000000.0, 6564000000.0]",True,False,False,False
6785.T,"Suzuki Co.,Ltd.",Technology,3420.0,49108747860.0,19463936000.0,11870963000.0,7592973000.0,528.78,5500840000.0,True,6.468,False,-870.1,True,3,"[5500840000.0, 5445307000.0, 3877997000.0]",True,False,False,False
6786.T,RVH Inc.,Technology,50.0,1266051300.0,880203000.0,301057000.0,579146000.0,22.87,-213796000.0,False,2.186,False,-227.9,False,1,"[-213796000.0, -2195000.0, 117965000.0]",False,False,False,True
6787.T,"Meiko Electronics Co., Ltd.",Technology,39900.0,1024101808800.0,114112000000.0,140761000000.0,-26649000000.0,-1038.27,21655000000.0,True,,False,,True,3,"[21655000000.0, 23357000000.0, 15714000000.0]",True,True,False,False
6788.T,"Nihon Trim Co., Ltd.",Industrials,4590.0,34122932100.0,24750348000.0,9807611000.0,14942737000.0,2010.0,2675358000.0,True,2.284,False,-242.5,True,3,"[2675358000.0, 2973629000.0, 1937478000.0]",True,True,False,False
6794.T,"Foster Electric Company, Limited",Technology,3015.0,67740438105.0,83045000000.0,38095000000.0,44950000000.0,2000.64,14831000000.0,True,1.507,False,-126.1,True,3,"[14831000000.0, 15428000000.0, 354000000.0]",True,False,False,False
6797.T,"Nagoya Electric Works Co., Ltd.",Industrials,1157.0,13600250378.0,19800849000.0,5246251000.0,14554598000.0,1238.19,3872038000.0,True,0.934,False,-40.2,True,3,"[3872038000.0, 433410000.0, 1410295000.0]",True,False,True,False
6798.T,SMK Corporation,Technology,3145.0,19903066455.0,30845000000.0,26470000000.0,4375000000.0,691.32,2023000000.0,True,4.549,False,-582.4,True,3,"[2023000000.0, 2439000000.0, 3719000000.0]",True,True,False,False
6800.T,"Yokowo Co., Ltd.",Technology,6050.0,141028385850.0,47556000000.0,24250000000.0,23306000000.0,999.81,7239000000.0,True,6.051,False,-807.7,True,3,"[7239000000.0, 4823000000.0, 7312000000.0]",True,False,False,False
6803.T,Teac Corporation,Technology,95.0,2736141265.0,8568000000.0,7257000000.0,1311000000.0,45.52,1178000000.0,True,2.087,False,-213.1,True,3,"[1178000000.0, 116000000.0, 294000000.0]",True,False,True,False
6804.T,Hosiden Corporation,Industrials,2818.0,138737669696.0,171516000000.0,59963000000.0,111553000000.0,2265.83,-18228000000.0,False,1.244,False,-86.6,False,2,"[-18228000000.0, 26931000000.0, 20765000000.0]",True,True,True,False
6806.T,"Hirose Electric Co.,Ltd.",Technology,29630.0,969536267200.0,248776000000.0,46719000000.0,202057000000.0,6175.06,55682000000.0,True,4.798,False,-619.7,True,3,"[55682000000.0, 41049000000.0, 45648000000.0]",True,True,False,False
6807.T,"Japan Aviation Electronics Industry, Limited",Technology,2417.0,162974077833.0,130657000000.0,87780000000.0,42877000000.0,635.89,16988000000.0,True,3.801,False,-470.1,True,3,"[16988000000.0, 36341000000.0, 34859000000.0]",True,False,False,False
6809.T,TOA Corporation,Industrials,1560.0,54125605560.0,45249000000.0,16046000000.0,29203000000.0,841.68,5619000000.0,True,1.853,False,-178.0,True,3,"[5619000000.0, 5074000000.0, 583000000.0]",True,False,False,False
6810.T,"Maxell, Ltd.",Technology,2259.0,83269523088.0,84191000000.0,70343000000.0,13848000000.0,375.68,9836000000.0,True,6.013,False,-802.0,True,3,"[9836000000.0, 14240000000.0, 4001000000.0]",True,True,True,False
6814.T,"Furuno Electric Co., Ltd.",Technology,6100.0,192813826400.0,102496000000.0,51593000000.0,50903000000.0,1610.4,21373000000.0,True,3.788,False,-468.2,True,3,"[21373000000.0, 10820000000.0, 2713000000.0]",True,False,False,False
6817.T,Sumida Corporation,Technology,1442.0,47728547468.0,74793000000.0,98303000000.0,-23510000000.0,-710.3,16457000000.0,True,,False,,True,3,"[16457000000.0, 14928000000.0, 18343000000.0]",True,False,True,False
6819.T,"Izu Shaboten Resort Co.,Ltd",Consumer Cyclical,465.0,8604282810.0,2485268000.0,1509949000.0,975319000.0,52.71,1453735000.0,True,8.822,False,-1223.3,True,3,"[1453735000.0, 983385000.0, 983131000.0]",True,False,False,False
6820.T,Icom Incorporated,Technology,2945.0,42267379195.0,48685000000.0,6529000000.0,42156000000.0,2937.24,2513000000.0,True,1.003,False,-50.4,True,3,"[2513000000.0, 2208000000.0, 3418000000.0]",True,False,False,False
6822.T,"Oi Electric Co., Ltd.",Technology,5550.0,7424046300.0,18145109000.0,14761329000.0,3383780000.0,2529.62,2778212000.0,True,2.194,False,-229.1,False,2,"[2778212000.0, 1641427000.0, -1518985000.0]",True,True,False,False
6823.T,"Rion Co., Ltd.",Healthcare,3895.0,48026588610.0,22683445000.0,7696788000.0,14986657000.0,1215.43,3437160000.0,True,3.205,False,-380.7,True,3,"[3437160000.0, 2857805000.0, 1783938000.0]",True,False,False,False
6824.T,"New Cosmos Electric Co.,Ltd.",Technology,4610.0,56099094610.0,42910272000.0,16027167000.0,26883105000.0,2209.15,4887965000.0,True,2.087,False,-213.0,True,3,"[4887965000.0, 2549125000.0, 2619833000.0]",True,True,False,False
6832.T,"AOI Electronics Co., Ltd.",Technology,2987.0,33451224819.0,33429242000.0,8677100000.0,24752142000.0,2210.22,1450576000.0,True,1.351,False,-102.7,True,3,"[1450576000.0, 2705164000.0, 3588261000.0]",True,True,True,False
6834.T,"SEIKOH GIKEN Co., Ltd.",Technology,30750.0,274882583250.0,30863794000.0,7650329000.0,23213465000.0,2596.8,5484736000.0,True,11.842,False,-1676.2,True,3,"[5484736000.0, 3068406000.0, 1797852000.0]",True,True,False,False
6835.T,Allied Telesis Holdings K.K.,Technology,241.0,25066934416.0,37178293000.0,27395215000.0,9783078000.0,94.06,6747143000.0,True,2.562,False,-284.3,False,2,"[6747143000.0, 5743088000.0, -74368000.0]",True,True,False,False
6836.T,"Plat'Home Co., Ltd.",Technology,698.0,3312645180.0,676064000.0,308500000.0,367564000.0,77.45,151515000.0,True,9.012,False,-1251.9,False,1,"[151515000.0, -62766000.0, -179233000.0]",False,False,False,True
6837.T,"Kyosha Co., Ltd.",Technology,383.0,5522750079.0,15834000000.0,14656000000.0,1178000000.0,81.69,1666000000.0,True,4.688,False,-603.2,True,3,"[1666000000.0, 2377000000.0, 1502000000.0]",True,False,False,False
6838.T,"Tamagawa Holdings Co., Ltd.",Industrials,2048.0,18680201216.0,6234815000.0,5804848000.0,429967000.0,47.14,-25732000.0,False,43.446,False,-6416.8,False,0,"[-25732000.0, -1132820000.0, -1883926000.0]",True,False,False,False
6840.T,"AKIBA Holdings Co.,Ltd.",Technology,912.0,8376336960.0,12657642000.0,9649855000.0,3007787000.0,327.48,-374342000.0,False,2.785,False,-317.7,False,0,"[-374342000.0, -40663000.0, -20468000.0]",False,False,False,True
6841.T,Yokogawa Electric Corporation,Industrials,5409.0,1365626684178.0,551595000000.0,265724000000.0,285871000000.0,1132.28,85951000000.0,True,4.777,False,-616.6,True,3,"[85951000000.0, 99025000000.0, 63833000000.0]",True,True,False,False
6844.T,"Shindengen Electric Manufacturing Co.,Ltd.",Technology,3945.0,40163962155.0,84189000000.0,70352000000.0,13837000000.0,1359.1,-2179000000.0,False,2.903,False,-335.4,False,2,"[-2179000000.0, 2206000000.0, 2736000000.0]",True,False,False,False
6845.T,Azbil Corporation,Industrials,1655.0,833843904625.0,238968000000.0,76243000000.0,162725000000.0,322.97,38032000000.0,True,5.124,False,-668.6,True,3,"[38032000000.0, 43953000000.0, 27540000000.0]",True,True,False,False
6848.T,Dkk-Toa Corporation,Technology,852.0,16616751960.0,17750000000.0,6734000000.0,11016000000.0,564.83,1837000000.0,True,1.508,False,-126.3,True,3,"[1837000000.0, 165000000.0, 307000000.0]",True,False,False,False
6849.T,Nihon Kohden Corporation,Healthcare,1385.5,221641879353.0,183085000000.0,76984000000.0,106101000000.0,663.25,15286000000.0,True,2.089,False,-213.3,False,2,"[15286000000.0, 15607000000.0, -2513000000.0]",True,True,False,False
6850.T,Chino Corporation,Technology,1684.0,27926940696.0,27268000000.0,12733000000.0,14535000000.0,876.46,2543000000.0,True,1.921,False,-188.2,True,3,"[2543000000.0, 101000000.0, 1619000000.0]",True,True,False,False
6853.T,"Kyowa Electronic Instruments Co., Ltd.",Technology,874.0,21912348538.0,15458704000.0,5529569000.0,9929135000.0,396.04,563429000.0,True,2.207,False,-231.0,False,2,"[563429000.0, 1617131000.0, -256804000.0]",True,True,False,False
6855.T,Japan Electronic Materials Corporation,Technology,8060.0,118058656560.0,28463000000.0,11946000000.0,16517000000.0,1127.63,1801000000.0,True,7.148,False,-972.2,True,3,"[1801000000.0, 2315000000.0, 3348000000.0]",True,False,False,False
6856.T,"HORIBA, Ltd.",Technology,28630.0,1202795658120.0,352229000000.0,169641000000.0,182588000000.0,4346.12,54383000000.0,True,6.587,False,-888.1,True,3,"[54383000000.0, 40335000000.0, 16652000000.0]",True,True,False,False
6857.T,Advantest Corporation,Technology,31740.0,23005585822320.0,599753000000.0,347671000000.0,252082000000.0,347.79,285971000000.0,True,91.262,False,-13589.3,True,3,"[285971000000.0, 32668000000.0, 70224000000.0]",True,True,False,False
6858.T,"Ono Sokki Co., Ltd.",Technology,943.0,9830890989.0,11235000000.0,5181000000.0,6054000000.0,580.71,594000000.0,True,1.624,False,-143.6,True,3,"[594000000.0, 330000000.0, 340000000.0]",True,False,False,False
6859.T,Espec Corp.,Technology,4700.0,101403148600.0,50589000000.0,19155000000.0,31434000000.0,1456.95,4445000000.0,True,3.226,False,-383.9,True,3,"[4445000000.0, 2738000000.0, 1916000000.0]",True,False,False,False
6861.T,Keyence Corporation,Technology,77700.0,18844203067200.0,1979505000000.0,199184000000.0,1780321000000.0,7340.77,430680000000.0,True,10.585,False,-1487.7,True,3,"[430680000000.0, 409522000000.0, 387916000000.0]",True,False,False,False
6862.T,MINATO HOLDINGS INC.,Technology,2540.0,18889497400.0,12523238000.0,11643027000.0,880211000.0,118.36,92371000.0,True,21.46,False,-3119.0,True,3,"[92371000.0, 144914000.0, 1768476000.0]",True,True,False,False
6863.T,Nireco Corporation,Technology,2656.0,19010683872.0,13267998000.0,2679666000.0,10588332000.0,1479.31,1303504000.0,True,1.795,False,-169.3,True,3,"[1303504000.0, 892354000.0, 135710000.0]",True,False,False,False
6864.T,NF Holdings Corporation,Technology,1912.0,13419895888.0,12879221000.0,3654750000.0,9224471000.0,1314.26,340986000.0,True,1.455,False,-118.2,True,3,"[340986000.0, 530271000.0, 279419000.0]",True,False,True,False
6866.T,Hioki E.E. Corporation,Technology,12790.0,171455731080.0,30137389000.0,7536618000.0,22600771000.0,1685.94,7521742000.0,True,7.586,False,-1037.9,True,3,"[7521742000.0, 8874187000.0, 8438176000.0]",True,True,False,False
6867.T,Leader Electronics Corporation,Technology,413.0,1770006903.0,3571280000.0,1327788000.0,2243492000.0,523.48,-606343000.0,False,0.789,False,-18.3,False,1,"[-606343000.0, 144263000.0, -433874000.0]",True,False,False,False
6869.T,Sysmex Corporation,Healthcare,1364.0,839278899404.0,364821000000.0,200734000000.0,164087000000.0,266.67,88246000000.0,True,5.115,False,-667.2,True,3,"[88246000000.0, 63905000000.0, 68835000000.0]",True,True,False,False
6870.T,"Fenwal Controls of Japan, Ltd.",Industrials,2463.0,13811156739.0,12242169000.0,4620454000.0,7621715000.0,1359.21,342479000.0,True,1.812,False,-171.8,True,3,"[342479000.0, 949443000.0, 1114451000.0]",True,True,False,False
6871.T,"Micronics Japan Co., Ltd.",Technology,15430.0,598132038040.0,45500000000.0,32974000000.0,12526000000.0,323.13,12903000000.0,True,47.751,False,-7062.7,True,3,"[12903000000.0, 15095000000.0, 4837000000.0]",True,False,False,False
6874.T,Kyoritsu Electric Corporation,Technology,2714.0,21891053436.0,22749422000.0,11581942000.0,11167480000.0,1384.52,2472165000.0,True,1.96,False,-194.0,True,3,"[2472165000.0, 2569497000.0, 624212000.0]",True,True,False,False
6875.T,MegaChips Corporation,Technology,10860.0,159729542460.0,43602421000.0,31699475000.0,11902946000.0,809.28,-3726615000.0,False,13.419,False,-1912.9,False,2,"[-3726615000.0, 8160970000.0, 1241438000.0]",True,True,True,False
6877.T,Obara Group Incorporated,Industrials,6160.0,88790320080.0,69243000000.0,29152000000.0,40091000000.0,2781.39,5110000000.0,True,2.215,False,-232.2,True,3,"[5110000000.0, 8355000000.0, 5305000000.0]",True,True,False,False
6882.T,"Sansha Electric Manufacturing Co.,Ltd.",Industrials,1387.0,18461632986.0,24900000000.0,9230000000.0,15670000000.0,1177.27,950000000.0,True,1.178,False,-76.7,False,2,"[950000000.0, 2303000000.0, -198000000.0]",True,False,True,False
6888.T,Acmos Inc.,Technology,513.0,5103353241.0,4587275000.0,1711654000.0,2875621000.0,289.06,256609000.0,True,1.775,False,-166.2,True,3,"[256609000.0, 347745000.0, 626699000.0]",True,False,False,False
6890.T,Ferrotec Corporation,Technology,10470.0,490397189460.0,295367000000.0,277047000000.0,18320000000.0,391.13,26066000000.0,True,26.768,False,-3915.3,True,3,"[26066000000.0, 28720000000.0, 43024000000.0]",True,True,False,False
6894.T,"Pulstec Industrial Co., Ltd.",Industrials,2131.0,2915335860.0,3550719000.0,1010785000.0,2539934000.0,1856.6,582546000.0,True,1.148,False,-72.2,True,3,"[582546000.0, 153128000.0, 398870000.0]",True,True,True,False
6897.T,Twinbird Corporation,Consumer Cyclical,391.0,4170230050.0,5636640000.0,3364194000.0,2272446000.0,213.06,738389000.0,True,1.835,False,-175.3,False,2,"[738389000.0, -213244000.0, 463512000.0]",True,False,True,False
6898.T,"Tomita Electric Co.,Ltd.",Technology,3755.0,3067429460.0,2456658000.0,678395000.0,1778263000.0,2176.86,-117125000.0,False,1.725,False,-158.7,False,1,"[-117125000.0, -109142000.0, 77923000.0]",False,False,False,True
6899.T,Asti Corporation,Technology,2321.0,7254589551.0,28113409000.0,19978302000.0,8135107000.0,2602.71,4206133000.0,True,0.892,False,-33.8,True,3,"[4206133000.0, 5600445000.0, 3223438000.0]",True,True,True,False
6901.T,"Sawafuji Electric Co.,Ltd.",Consumer Cyclical,1296.0,5592006720.0,13065000000.0,12343000000.0,722000000.0,167.33,-268000000.0,False,7.745,False,-1061.8,False,2,"[-268000000.0, 1132000000.0, 149000000.0]",True,False,True,False
6902.T,DENSO Corporation,Consumer Cyclical,1900.5,5116227881142.0,4142805000000.0,3015007000000.0,1127798000000.0,418.94,511025000000.0,True,4.536,False,-580.5,True,3,"[511025000000.0, 758743000000.0, 961826000000.0]",True,True,True,False
6904.T,"Harada Industry Co., Ltd.",Technology,443.0,9370305876.0,28808765000.0,25551173000.0,3257592000.0,154.01,855894000.0,True,2.876,False,-331.5,True,3,"[855894000.0, 2423942000.0, 558639000.0]",True,True,False,False
6905.T,"Cosel Co., Ltd.",Industrials,1440.0,59233193280.0,47760770000.0,4162030000.0,43598740000.0,1059.92,3858135000.0,True,1.359,False,-103.8,True,3,"[3858135000.0, 5531839000.0, 1031579000.0]",True,True,True,False
6907.T,"GEOMATEC Co., Ltd.",Technology,634.0,5015114984.0,10744295000.0,7253931000.0,3490364000.0,441.24,478299000.0,True,1.437,False,-115.5,False,2,"[478299000.0, -959737000.0, 306532000.0]",False,False,True,True
6908.T,"Iriso Electronics Co., Ltd.",Technology,3060.0,65332545300.0,52209000000.0,20174000000.0,32035000000.0,1500.43,12043000000.0,True,2.039,False,-205.9,True,3,"[12043000000.0, 12934000000.0, 11613000000.0]",True,True,False,False
6912.T,Kikusui Holdings Corporation,Industrials,2076.0,17287763364.0,11589028000.0,3387886000.0,8201142000.0,984.83,2145548000.0,True,2.108,False,-216.2,True,3,"[2145548000.0, 1232369000.0, 37593000.0]",True,True,False,False
6914.T,"OPTEX GROUP Company, Limited",Technology,4485.0,159824719665.0,59488000000.0,20792000000.0,38696000000.0,1085.89,9449000000.0,True,4.13,False,-519.5,True,3,"[9449000000.0, 7696000000.0, 2113000000.0]",True,False,False,False
